Audio ID,Original text,Duration,Speaker ID,Transcription,WER
locutor6_audio_43770, —pregunto con el ceño fruncido después de hacer un gran esfuerzo para reponerme y centrarme.,5.479909297052155,locutor6," Pregunto, con el senyor Fruncido, después de hacer un gran esfuerzo para reponerme y centrarme.",0.06666666666666667
locutor6_audio_25409," Mathilda era otra posibilidad, especulé.",3.239183673469388,locutor6, Matilda era otra posibilidad de especulé.,0.4
locutor6_audio_18756_18757," Hacemos aspavientos violentos para impedir que se posen sobre los restos y alejar a las repelentes voladoras que no tienen problema alguno en descansar sobre los cadáveres, la mierda o lo que sea.",12.550385487528343,locutor6," Hacemos aspavientos violentos para impedir que se poseen sobre los restos y alejar a las repelentes voladoras que no tienen problema alguno en descansar sobre los cadáveres, la mierda o lo que sea.",0.030303030303030304
locutor6_audio_27953, —le ofrecí.,1.0913378684807256,locutor6, Le offertili.,0.5
locutor6_audio_19456_19457," Eudoxia está en un rincón del cuartito, tan pálida como una muerta, tiesa como un palo, con el cabello erizado y con los pies separados del suelo unos centímetros.",10.913378684807256,locutor6," Eudóxia estaba en un rincón del quartito, tan pálida como una muerta, tiesa como un palo, con el cabello herizado y con los pies separados del suelo unos centímetros.",0.13793103448275862
locutor6_audio_30761," Y cuando salió en la tele, ya fue tarde para todo.",4.272471655328798,locutor6," y cuando salió en la tele, yo fue tarde para todo.",0.09090909090909091
locutor6_audio_29712, No un estornudo.,1.555736961451247,locutor6," No, un estornudo.",0.0
locutor6_audio_18798, Ese arado está completo y cuenta con su reja metálica para arar y sus brazos más finos de madera para conducirlo.,7.697414965986394,locutor6, ese arado está completo y cuenta con su reja metálica para arar y sus brazos más finos de madera para conducirlo.,0.0
locutor6_audio_33235," En algunas cosas, me recuerda a Saulo.",2.5193650793650795,locutor6, En algunas cosas me recuerda a Saulo.,0.0
locutor6_audio_31771, Eso de empezar a conocerse es empezar a mentir.,3.355283446712018,locutor6, eso de empezar a conocerse es empezar a mentir.,0.0
